cod_assunto|nome_novo
18465|Instituto Nacional de Seguridade Social
18466|Zilio, Carlos, 1944
18467|Tribunal da Relação
18468|Junta das Missões
18469|D'Azevedo, J. Lúcio, 1855-1931
18470|Música Militar
18471|Faoro, Raymundo, 1925-2003
18472|Pinto, Luis de Aguiar da Costa, 1920-2002
18473|Baleeiro, Aliomar, 1905-1978
18474|Nunes, José de Castro, 1882-1959
18475|Lopes, José Leite, 1918-2006
18476|Terceirização
18478|Colsultoria
18479|Aspectos Ambientais
18480|Literatura Alemã
18481|Política e Governo, 1760-1789
18482|Fernández, Xaquín Lorenzo, 1907-1989
18483|Bibliografia Nacional
18484|Francisco António, Príncipe da Beira e do Brasil, 1795-1801
18485|História, 1903-1904
18486|Sistema de Comunicação e Arquivo (Sicar)
18487|Indios Tenharim
18488|Indios Kagwhiva
18489|Resíduos de Papel
18490|Reaproveitamento
18491|Camarate, Alfredo, 1840-1904
18492|Por Montes e Vales (Romance)
18493|Minas Gerais. Secretaria do Interior
18494|História, 1721-1731
18495|Furnas Centrais Elétricas. Divisão de Arquivo Técnico
18496|Arquivo Público de Sergipe
18497|Fundação de Pesquisas (BA)
18498|Arquivo Almirante
18499|Castelo de Windsor (Inglaterra)
18500|Câmara Municipal de Caeté (MG)
18501|Câmara Municipal de Mariana (MG)
18502|Câmara Municipal de Ouro Preto (MG)
18503|Câmara Municipal de Sabará (MG)
18504|Biblioteca Margarida Costa Pinto (Salvador, BA)
18505|Camara Municipal de Paracatú (MG)
18506|Deputados Estaduais
18507|Ponta Grossa (PR)
18508|Faculdade Estadual de Filosofia, Ciências e Letras de Ponta Grossa
18509|Latour, Bruno, 1947-
18510|Deputados Federais
18511|Gonzaga Filho, José Basileu Neves, 1849-1931
18512|Rubião, Murilo
18513|Ribeirão Pires (SP)
18514|Capela Nossa Senhora do Pilar (SP)
18515|História, 1937-1950
18516|História, 1752-1757
18517|Setúbal, Paulo, 1893-1937
18518|Motta, Cândido, 1870-1942
18519|Casas de Correção
18520|História, 1717-1721
18521|Alorna, Pedro de Almeida Portugal, 3º Marques De, 1754-1813
18522|Instituto Histórico e Geográfico de Minas Gerais
18524|Reis, Sólon Borges Dos, 1917-
18525|Senna, Nelson de
18526|Avaí (SP)
18527|Avray, Facques D', 1870-1958
18528|Azevedo, Josefina Alvares De, 1851
18530|Botta, Vicente, 1918
18531|Cajobi (SP)
18532|Locke, Jonh, 1632-1704
18533|Queixas
18534|Silveira, Valdomiro, 1873-1941
18535|Documentos Micrográficos
18536|Horna, Kati, 1912-2000
18537|Navarrete, Martín Fernández, 1765-1844
18538|Museu Naval (Espanha)
18539|Espeleologia
18540|Cavernas
18541|Escola Normal Modelo (Belo Horizonte, MG)
18542|Yucatã (México)
18543|Largo de Santa Rita (RJ)
18544|Transcrição
18545|História, 1719-1830
18546|Cuiabá (Mt). Câmara Municipal.
18547|Rio Novo (MG)
18548|Rio Grande do Norte. Assembléia Legislativa
18549|Huelva (Espanha)
18550|Cartagena (Espanha)
18551|Espinosa de Los Monteros (Espanha)
18552|González-Aller Hierro, José Ignacio, 1935
18553|Batalha de Trafalgar, 1805
18554|Cânhamo
18555|Santiago (Cuba)
18556|Campos, Innocencio Augusto de
18557|Ribeiro, Manoel D'Assunção, Padre
18558|Perrin, Antonio, Padre
18559|Brito, Affonso de
18560|Gomes, José Caetano de Almeida
18561|Damasio, Leonidas
18562|Castro, Eduardo Machado de
18563|Pereira, Estevão Lobo Leite
18564|Oliveira, Antonio Cyrillo de
18565|Britto, Octavio de
18566|Rodrigues, Cicero Ribeiro Ferreira
18567|Kubitschek, João Nepomuceno
18568|Pires, Antonio Olyntho dos Santos
18569|Museus Virtuais
18570|Moçambique. Presidente (2005- :Guebuza)
18571|História, 1806
18572|Benci, Jorge, 1650-1708
18573|Pecado
18574|Oliveira, João Fernandes De, 1722-1779
18575|Índios Kaxixó
18576|Lustosa, Francisco Martins, 1700-1790
18577|Vasconcellos, Diogo Pereira Ribeiro de
18578|Agostinho Neto, António, 1922-1979
18579|Moraes Filho, Mello, 1843-1919
18580|Luís Xiv, Rei da França, 1638-1715
18581|Castro, Martinho de Melo E, 1716-1795
18582|Machado Júnior, João da Matta, 1850-1901
18583|Poesia Popular
18584|Alto Rio Doce (MG)
18585|Vocábulos
18586|Lingua Tupi-Guarani
18587|Caranahyba
18588|Falcão, Edgard de Cerqueira, 1904-
18589|Real Casa da Misericórdia
18590|Palma, Francisco de Assis Mascarenhas, Conde da
18591|História, 1749-1753
18592|História, 1682
18593|Penna Júnior, Affonso Augusto Moreira, 1879-1968
18594|História, 1992
18595|Acordo Geral de Tarifas e Comércio
18596|Gomes, Severo, 1924
18597|Roosevelt, Rio
18598|Villas Boas, Cláudio
18599|Villas Boas, Leonardo
18600|Índios Parakanã
18601|História, 1809-1810
18602|Universidade Autônoma do México
18603|História, 1735
18604|Guerra do Golfo Pérsico, 1990-1991
18605|História, 1836
18606|História, 1833-1836
18607|Liceu de Humanidades de Campos, Rio de Janeiro
18608|Prosa
18609|Comemorações de Bicentenário
18610|Transplante de Órgãos
18611|Usinas Siderurgicas de Minas Gerais
18612|Academia Cearense de Letras
18613|Estados Unidos. Congresso
18614|Conselho de Segurança Nacional (Estados Unidos)
18615|Esterilização (Controle de Natalidade)
18616|História, 1989-1990
18617|Veiga, José Pedro Xavier Da, 1846-1900
18618|Historia, 1910-1938
18619|Derrida, Jacques, 1930-2004
18620|Academia Brasílica dos Renascidos
18621|Casa Setecentista de Mariana (MG)
18622|História, 1803
18623|Paiva, Manoel da Paixão E, Padre
18625|Movimento Em Defesa da Economia Nacional (Brasil)
18626|Silveira, Brás Baltasar Da, 1674-1751
18627|Iluminuras de Livros e Manuscritos
18628|Coutinho, José Lino, 1784-1836
18629|Pereira, Cora Coutinho Sodré, 1819-1880
18630|Literatura Argentina
18631|Política e Governo, 1822-1994
18632|Cabeçalhos Uniformes
18633|Política e Governo, 1930-1994
18634|Bibliografia das Bibliografias
18635|Poesia Tupi
18636|Vila de Barbacena (MG)
18637|Comarca do Rio das Mortes (MG)
18638|Centros Integrados de Educação Pública (Cieps)
18639|Bosi, Alfredo, 1936
18640|Câmara Municipal de São João Del Rei (MG)
18641|História, 1962
18642|Baependi (MG)
18643|Jacuí (MG)
18644|Vilela, Teotônio, 1917-1983
18645|Quilombos, 1630-1695
18646|Memorial Zumbi
18647|Formiga (MG)
18648|Bruouswik, Hermogenes Cassimiro de Araújo, -1861
18649|Entre Rios (MG)
18650|Candeia, 1935-1978
18651|São José Del Rei (MG)
18652|Vila de São Bento do Tamanduá (MG)
18653|Queluz (MG)
18654|Ribeirão do Carmo (MG)
18655|Vila do Ribeirão do Carmo (MG)
18656|Vila Nova da Rainha (MG)
18657|Vila de Pitangui (MG)
18658|Proença, Martinho de Mendonça de Pina E, 1693-1743
18659|Museu de Arte Contemporânea de Niterói (RJ)
18660|Distrito da Piedade da Boa Esperança (MG)
18661|Distrito de Dores do Turvo (MG)
18662|Distrito de São Caetano do Chopotó (MG)
18663|São Joaquim da Barra (SP)
18664|Trovão, José Lopes da Silva, 1848-1925
18665|Plebiscito
18666|História, 1993
18667|Lobo, Bernardo da Fonseca
18668|Recolhimento do Arrayal da Chapada (Minas Novas, MG)
18669|Índios Crotós
18670|Índios Croatos
18672|Trindade, José da Santíssima, Frei, 1762-1835
18673|Tamanduá (MG)
18674|Oliveira Netto, Luiz Camillo De, 1904-1953
18675|Capitão do Mato
18676|Byron, George Gordon Byron, Baron, 1788-1824
18677|Escrivá de Balaguer, José Maria, Santo, 1902-1975
18678|Cândido, Francisco de Paula, 1805-1864
18679|Coutinho, Marcos de Azeredo,
18680|Séculos Xiv-Xix
18681|Mandela, Nelson, 1918-
18682|Voltaire, 1694-1778
18683|Boussuet, Jacques Bénigne, 1627-1704
18684|Collegio de Campo Bello da Farinha Pôdre (MG)
18685|Batista, Pedro, M.1967
18686|Farinha Podre (MG)
18687|Castro, Manuel de Portugal e
18688|Borba Gato, Manuel, 1649-1718
18689|Hospital da Misericordia de Sabará (MG)
18690|Carvalho, Antonio Albuquerque Coelho De, 1665-1725
18691|História, 1710-1713
18692|Fontes, Hermes, 1888-1930
18693|Comarca do Serro do Frio (MG)
18694|Carta Patente
18695|Menezes, Josè Joaquim Viegas De, Padre, 1778-
18696|Sardinha, Antonio, 1887?-1925
18697|Vergueiro, Waldomiro de Castro Santos
18699|Araçuaí, Rio
18700|Salitre
18701|Poesia Medieval
18702|Itabira (MG)
18703|Pedra Branca (MG)
18704|Souza, Geraldo Horácio de Paula, 1889-1951
18705|Costa, Austro, Pseud. de Austriclínio Ferreira Quirino, 1899-1954
18707|Museu da Saúde Pública Emílio Ribas
18708|Mercês do Pomba (MG)
18709|São Joaquim de Bicas (MG)
18710|São João do Morro Grande (MG)
18711|Dores da Boa Esperança (MG)
18712|Hospital da Misericordia de Uberaba (MG)
18713|Genova, Eugenio Maria De, Frei
18714|Perdões de Lavras (MG)
18715|História, 1756-1754
18716|Diocese de Mariana, Mg
18717|Matuszewski, Boleslaw, 1856-
18718|Filmotecas
18719|Monte Alverne, Francisco De, Frei, 1784-1858
18720|Santa Quitéria (MG)
18721|Gênero
18722|Seminario de Nossa Senhora da Boa Morte (MG)
18723|Poetas Mineiros
18724|Séculos Xiii-Xxi
18725|Companhia Brasileira do Rio Doce
18726|Saramago, José, 1922-2010
18727|Vila de S. Manoel do Pomba (MG)
18728|Caracol (MG)
18729|Galvêas, André de Mello de Castro, 2º Conde Das
18730|Ourives
18731|Salazar, Juan De, Fl.1619
18732|Rollim, José da Silva e Oliveira, Padre
18733|Prata
18734|Confisco
18735|Bronze
18736|Bens, Apreensão
18738|De Fiori, Ernesto, 1884-1945
18739|Instituto Martius-Staden
18740|Busca e Apreensão (Processo Penal)
18741|Bens
18742|Lopes, Bernardino da Costa, 1859-1916
18743|História, 1720
18744|Sena, José Candido da Costa
18745|Pimenta, Silverio Gomes, 1840-1922
18746|Cunha, José Quintino Da, 1875-1943
18747|Caeté (MG)
18748|Müller, Fritz, 1822-1897
18749|Comunidades Japonesas
18750|Conselho Geral da Provincia de Minas Gerais
18751|Reservas Naturais
18752|Revolta da Fumaça, 1833
18753|Almeida, Lourenço de
18754|Pompeia, Raul, 1863-1895
18755|Historia, 1732
18756|Itacambira (MG)
18757|Casca, Rio da
18758|Andrada, Bonifácio José Ribeiro De, 1726-1789
18759|Câmara, Manuel Ferreira Da, 1764-1835
18760|Almeyda, Lourenço de
18761|Schaefer, Carlos Frederico, 1811-1866
18762|O Povir (Jornal)
18763|Menezes, Agrário De, 1834-1863
18764|Valente Barbas (Família)
18765|Belmonte, Pseud de Benedito Bastos Barreto, 1986-1947
18766|Judeus Em São Paulo
18767|Renascença Clube (Rio de Janeiro, RJ)
18769|Kaulen, Lourenço, Padre, 1716-?
18770|Albuquerque, Lucídio De, 1877-1939
18771|Séculos Xx-Xxi
18772|Cortéz, Edgar
18773|Imigração Angolana
18775|Cabral, Joseph de Moraes
18776|Mello, Antonio Ferreira do Valle de
18777|Leme, Ernesto, 1896-1986
18778|Nossa Senhora da Piedade da Boa Esperança (Minas Gerais)
18779|Congresso Brasileiro de Geografia (1:1909:Rio de Janeiro)
18780|Schwacke, Carlos Augusto Guilherme, 1848-1904
18781|Capela de Nossa Senhora da Piedade
18782|Araponga (MG)
18783|Paróquia de Araponga (MG)
18784|Santa Luzia (MG)
18785|Bobadela, Antonio Gomes Freire de Andrade, Conde De, 1685-1763
18786|Instituto Histórico de Mnas
18787|Sampaio, Maria Cassimira de Araújo Sampaio, 1824-1907
18788|Convento dos Mercedários (PA)
18789|Valle, José Bento Do, 1823-1906
18790|Ponte Alta, Antonio Eloy Cassimiro de Araújo, Barão De, 1816-1903
18791|Penna, Joaquim José de Oliveira, 1829-1902
18792|Cesarina, Carolina Augusta, 1819-1905
18793|Uberaba, José Cesario de Miranda Ribeiro, Visconde De, 1792-1856
18794|Ilha de Itamaracá (PE)
18795|Cunha, Domingos Simões Da, Padre, 1755-1824
18796|Brandão, Beatriz Francisca de Assis
18797|Ayruoca, Custódio Ferreira Leite, Barão De, 1782-1859
18799|Accioli, José de Sá Bitancourt, 1752-1828
18800|Velloso, José Mariano da Conceição, Frei, 1742-1811
18801|Marinho, José Antônio, Monsenhor, 1804-1853
18802|Godinho, João Baptista Vieira, 1742-1811
18803|Rocha, José Joaquim, 1777-1848
18804|Museu Arquidiocesano de Arte Sacra de Sorocaba
18805|Carvalho, Campos De, 1846-1876
18806|Moura, José Lino De, 1775-1854
18807|Magalhães, Estevão Alves De, 1792-1846
18808|Campos, Francisco Alvares da Silva, 1820-1861
18809|Jabor, Arnaldo
18810|Farnese, Flávio, -1871
18811|Barreto, Abeillard Vaz Dias, 1908-1983
18812|Morro Santana (Porto Alegre, RS)
18813|Pacheco, José Felix Alves, 1879-1935
18814|Igreja Matriz de Uberaba (MG)
18815|Coelho, Jerônimo, 1806-1860
18818|Ribeiro de Almeida (Família)
18819|Costa, José de Rezende, -1841
18820|Lisboa, Joaquim José
18821|Instituto Anchietano de Pesquisa (RS)
18822|Bruxel, Arnaldo
18823|Serra da Piedade (MG)
18824|Gondim, Bento Gonçalves, -1857
18825|Tolentino, Cândido José, 1810-1863
18826|Pereira, Carlos Joaquim Maximo, -1869
18827|Almeida, Baptista Caetano De, -1839
18828|França, Carlos Ferreira, 1828-
18829|Penna, Carlos Martins Ferreira, 1818-1847
18830|Pereira, Gomes da Silva, 1739-1839
18831|Viegas, Germano Gonçalves, -1857
18832|Paiva, Domingos Theodoro de Azevedo
18833|Costa, Candido Bueno da
18834|Lobato, João Evangelista de Faria, 1763-1846
18835|Leão, Francisco Antão Fenandes, 1839-1861
18836|Câmara, Antonio Alves
18837|Leite, João Evangelista Teixeira, -1861
18838|Soares, José Florencio de Araújo, 1802-1868
18839|Boa Vista do Tremedal (MG)
18840|Capela de São Domingos do Prata (MG)
18841|Cachoeira do Campo (Ouro Preto, MG)
18842|Distrito de São Romão (MG)
18843|Igreja Matriz de Ouro Preto (MG)
18844|Silva, Joaquim Alves da
18845|Pereira, José Maria Nunes, 1937
18846|Santuário e Irmandade do Senhor Bom Jesus de Congonhas do Campo (MG)
18847|Historia, 1845-1903
18848|Irmandade de Nossa Senhora Mães dos Homens
18849|Forte Jesus, Maria, José (RS)
18850|Sentinella do Sul (Jornal)
18851|Santa Casa de Misericórdia do Rio Grande
18852|Moraes, Carlos Dante de
18853|Brito, Francisco da Assumpção E, Frei,
18854|História Institucional
18855|Colônia Agrícola do Distrito Federal (Cadf)
18856|Colônia Penal Cândido Mendes
18857|Câmara Municipal da Villa do Principe (MG)
18858|Itinga (MG)
18859|Museu Julio de Castilhos (RS)
18860|Museu A Ceu Aberto do Morro da Providência (RJ)
18861|Museu da Maré (RJ)
18862|Charle, Christophe, 1951-
18863|Cigarros
18864|Seminário O Arquivo Nacional e A História Luso-Brasileira (1:2006:Rio de Janeiro)
18865|Praga (República Tcheca)
18866|São José do Norte (RS)
18867|Biblioteca Rio-Grandense (RS)
18868|Montenegro, José Arthur, 1854-1901
18869|Hospital de Caridade de Florianópolis (SC)
18870|Spalding, Walter
18871|Antunes, de Paranhos, 1902-1962
18872|Mulher Cubana
18873|Cuba. Congresso
18874|Meireles, Cecília, 1901-1964
18875|Arquivo Nacional (Cuba)
18876|Carvalho, Apolonio Pinto De, 1912-2005
18877|Anjos, Cyro Dos, 1906-1994
18878|Bolivianos No Brasil
18879|Paraguaios No Brasil
18880|Peruanos No Brasil
18881|Grupos de Exterminio
18882|Chineses No Brasil
18883|Coreanos No Brasil
18884|Africanos No Brasil
18886|Amaral, Oswaldo Teixeira Do, 1905-1974
18887|Polícia Metropolitana de Londres
18888|Guarda Real de Polícia da Corte, Rj
18889|Guarda Municipal (Rio de Janeiro, RJ)
18890|Conjunto Arquitetônico Histórico de Manguinhos
18891|Seculos Xix-Xxi
18892|Silva, Orozimbo Nonato Da, 1891-1974
18893|Prestes, Ludgero, 1891-1934
18894|Mitchell, John, 1711-1778
18895|Aquino, Tomás De, Santo, 1225?-1274
18896|Reforma Religiosa
18897|Capelas
18898|Registros de Casamento
18899|Andrade, Rodrigo M. F. De, 1898-1969
18900|Grupo Severiano Ribeiro
18901|Bandeira, Joaquim José Pinto, 1791- 1858?
18902|História, 1854
18903|Instituto Histórico e Geográfico do Paraná
18904|Pensamento Social
18906|Hospital de São Gonçalo (RJ)
18907|Azeredo, Carlos Magalhães De, 1872-1963
18908|Museu Valéry-Proust
18909|Antonina (PR)
18910|Mesquita, Euclides Carnerio Queiroz, 1908-1982
18911|Tijucas do Sul (PR)
18912|Cusano, Alfredo
18913|Fontes Termais
18914|Lambari (MG)
18915|Colares (PA)
18917|Assunção, Tomas Lino De, 1844-1902
18918|Jongo (Dança)
18919|Froes, José Rodrigues
18920|Ribeiro, João, 1860-1934
18921|Froes (Famìlia)
18922|Mucuri, Rio
18923|Xangai (China)
18924|História, 2004
18925|Castelo do Batel (Curitiba, PR)
18926|Campos, Alfredo Marques de
18927|Portugal, Corina, 1869-1899
18928|Curitiba (Pr). Câmara Municipal
18929|Influências Ibéricas
18930|Piraí do Sul (PR)
18931|Arapoti (PR)
18932|Handke, Peter, 1942-
18933|História, 1920-1950
18934|Jardinópolis (SP)
18935|Tapuirama (MG)
18936|Colônia Agricola Nacional de Goiás (Cang)
18937|Nova Ponte (MG)
18938|Araguari, Rio
18939|Dreyfus, Alfred, 1859-1935
18940|Litígio
18941|Defensivo Agrícola
18942|São Pedro da Serra (Nova Friburgo, RJ)
18943|Caminho Novo (Rj e MG)
18944|Broca, José Brito, 1903-1961
18945|Instituto Histórico Vereador Thomé Siqueira Barreto
18946|Duque de Caxias (Rj). Conselho Municipal de Cultura
18947|Todos Os Santos, Rio
18948|Machado, António de Alcântara, 1901-1935
18949|Índios Nac-Nanuks
18950|Índios Giporocas
18951|Indios Kraik-Mús
18952|Língua Nac-Nanuks
18953|Língua Giporoca
18954|Chávez Frías, Hugo, 1954-
18955|García Marquez, Gabriel, 1928-
18956|Turquia
18957|Livros, Indústria e Comércio do
18958|Biblioteca Geral da Universidade de Coimbra
18959|História, 1967-1978
18960|Carros de Combate
18961|Tanques de Combate Blindados
18962|Mauá (SP)
18963|Judeus Em São Caetano do Sul (SP)
18964|Mouros
18965|Araújo, Rubens Bento De, 1933-
18966|Escola Nacional de Agronomia
18967|Físicos
18968|Abuso de Direito
18969|São Pedro do Sul (RS)
18970|História, 1994-2004
18971|Amoedo, Rodolfo, 1857-1941
18972|Aliança Popular Revolucionária Americana
18973|História, 1935-1964
18974|Parque Nacional do Xingu (Brasil)
18975|Marcuse, Herbert, 1898-1979
18976|Revista Veja
18977|História, 1977
18978|Vila da Barra (MG)
18979|Madre de Deus, Lourenço da
18980|História, 1744
18981|Bonsucesso (MG)
18982|Turvo (MG)
18983|Ruiz de Montoya, António, 1585-1652
18984|Melià, Bartomeu, 1932-
18985|Lévinas, Emmanuel
18986|Dussel, Henrique D.
18987|Romanos
18988|Araripe Júnior, Tristão de Alencar, 1848-1911
18989|Morales Ayma, Evo, 1959-
18990|Periódicos Portugueses
18991|Influências Japonesas
18992|Infecundidade Feminina
18993|Narcisismo
18994|Igualdade
18995|Diferença (Filosofia)
18996|Barros, Severini de
18998|Ilha de Marambaia (RJ)
18999|História, 1891-1948
19000|Minas de Submarino
19001|Guerra da Coréia, 1950-1953
19002|Almeida, Rômulo, 1914-1988
19003|Economistas
19004|História, 1711
19005|Minas Gerais (Provincia). Assembléia Legislativa
19006|Chapecó (SC)
19007|Negreiros, André Vidal De, M. 1681
19008|Assis, Joaquim José De, 1830-1899
19009|Calasans Neto, José Júlio, 1932-2006
19010|A Alvorada (Jornal)
19012|Ensino Fundamental
19014|Colônia Juliano Moreira
19015|Lukács, Gyorgy, 1885-1971
19016|Poligamia
19017|Esperanto
19018|Michelet, Jules, 1798-1874
19019|Carvalho, Bulhões, 1866-1940
19020|Língua Kiriri
19021|Mamiani, Luiz V., 1652-1730
19022|Esparta (Cidade Extinta)
19023|Plutarco
19024|Gazeta da Tarde (Jornal)
19025|Del Picchia, Menotti, 1892-1988
19026|Schmitt, Carl, 1888-1985
19027|Said, Edward W., 1935-2003
19028|Mello, Pedro Maria Xavier D'Athayde e
19029|Mello, Pedro Maria Xavier de Athayde e
19030|Januaria (MG)
19031|Espanhóis Em São Paulo
19032|Penna, Ferreira, 1818-1888
19033|Ribeiro do Carmo (MG)
19034|Gama, Antonio Filiciano Marinho da
19035|Gomide, Antonio Gonçalves, 1770-1835
19036|Política de Segurança Pública
19037|Presídio Ary Franco
19039|Fundação Palmares
19040|Cidade de Deus (Filme)
19041|Didática
19042|Fortaleza de São Filipe (Cabo Verde)
19043|Fortaleza do Três Reis Magos (RN)
19044|Confederação Nacional do Cormércio (Brasil)
19045|Pompeu, Joaquina Do, 1752-1824
19046|Feio, Antonieta dos Santos, 1897-1980
19047|Castilhismo
19048|Imigração Polonesa
19049|Confresa (Mato Grosso)
19050|Operação Bandeirante
19051|São Paulo (Encouraçado)
19052|Mudanças Sociopolíticas
19053|Empresa Industrial Garcia
19054|História, 1808-1908
19055|Bittencourt, Edmundo, 1866-1943
19056|Bittencourt, Paulo
19057|Memória (Psicologia)
19058|Memória
19059|Vianna, Antonio Moniz
19060|Imperial Instituto Fluminense de Agricultura
19061|Penitenciária Pedra Grande, Sc
19062|D'Araújo, Edelvito Campelo
19063|Relíquias
19064|Alves, Constâncio, 1862-1933
19065|Funerais
19066|Rodchenko, Aleksander
19067|Estrada dos Goiases
19068|Guanabara, Alcindo, 1865-1918
19070|Museu de Arqueologia e Etnologia
19071|Lobo, Manoel da Gama, 1835-1883
19072|História, 1862-1863
19073|Terra Em Transe (Filme)
19074|Fialho, Almiro Viviani, 1918-1992
19075|Viany, Alex
19076|Arquivo Alex Viany
19077|Le Musée Français (Livro)
19078|Projeto Alex Viany
19079|França, Julieta De, 1872-1951
19080|Museu da Imagem e do Som de Goiás
19081|Porto Montevidéu (Uruguai)
19082|História, 1851
19083|Falconetti, Renée Maria
19084|Dreyer, Carl, 1889-1968
19085|Fellini, Frederico, 1920-1993
19086|Satyricon (Filme)
19087|Martins, José Mojica
19088|Esta Noite Encarnarei No Teu Cadáver (Filme)
19089|Junta de Justiça
19090|Tribunal do Juri
19091|Operações Militares
19092|Câmara de Vereadores
19093|História, 1760-1810
19094|Cinejornal
19095|Noticiero Español (Cinejornal)
19096|Noticiarios Y Documentales Cinematográficos (No-Do)
19097|História, 1867-1868
19098|Partido Federalista
19099|Carriço, João, 1886-1959
19100|Carbonari, Primo, 1919-2006
19101|Radiojornalismo
19102|Rádio
19103|Jornal Nacional
19104|Jaguarão (RS)
19105|Centro Republicano de Porto Alegre
19106|Silva, Jaime Antunes Da,
19107|Ervateiros
19108|Caboclos
19109|História, 1727-1746
19110|Nodac
19111|Landes, David
19112|História, 1883-2006
19113|Memória Individual
19114|Industria Cosmética
19115|Beleza Feminina (Estética)
19116|Sindicato dos Operários da Construção Civil de Monte Carmelo (MG)
19117|Historia, 1943-1947
19118|Êxodos (Livro)
19119|Brant, Fernando, 1946 -
19120|História, 1945-1960
19121|Árabes na América do Sul
19122|Silves (Portugal)
19123|Verger, Pierre Fatumbi, 1902-1996
19124|História, 1949-1999
19125|Companhia Ituana Força e Luz
19126|Museu da Energia (Itu, SP)
19127|Centro das Indústrias do Estado de São Paulo (Ciesp)
19128|Museu da Energia (Jundiaí, SP)
19129|Corumbateí (SP)
19130|História, 1870-1888
19131|Usina de São Valentim (MG)
19132|Salesópolis (SP)
19133|Usina de Salesópolis (SP)
19134|Usina do Jacaré (Brotas, SP)
19135|Ligth
19136|Lopes, Tim, 1950-2002
19137|Nascimento, Arcanjo Antonino Lopes do
19138|História, 1898-1925
19139|Lopez de Ramos Casellas, Ricarda
19140|Moraes, Joaquim Almeida Leite, 1834-1895
19141|São Nicolau (RS)
19142|Mumps (Linguagem de Programação Para Computadores)
19143|Ms Word (Linguagem de Programação Para Computadores)
19144|História, 1956
19145|Rádio Mecc: Herança de Um Sonho (Livro)
19146|Tve Brasil: Cenas de Uma História (Livro)
19147|Centro Histórico de João Pessoa
19148|Pasolini, Pier Paolo, 1922-1975
19149|Gonzalez, Aurélio
19150|El Popuilar (Jornal)
19151|Companhia Viação Paulista (SP)
19152|Companhia Água e Luz do Estado de São Paulo
19154|Usina de Parnaiba
19155|Molière, Jean Baptiste Poquelin, 1622-1673
19156|Agripino, João, 1914-
19157|O Operário (Jornal)
19158|História, 1909-1913
19159|Aunós, Eduardo, N.1894
19160|História, 1962-1973
19161|Descobrimentos Portugueses
19162|Caesar, Julius, 100-44 A.C. de Bello Gallico
19163|Poesia Épica
19164|Transferência da Familia Real
19165|História, 2006
19166|Simmel, Georg, 1858-1918
19167|Influências Européias
19169|Vergara Y Velasco, F. J.,1860-1914
19170|História, 1807-1823
19171|Estambul (Turquia)
19172|Civilização Hispânica
19173|Gomez de Avellandea Y Arteaga, Gertrudis, 1814-1873
19174|Escritores Árabes
19175|Zita, Santa, 1218-1278
19176|Sellow, Friedrich Paul, 1789-1831?
19177|Bacherelli, Vincenzo, 1672-1745
19178|Morcegos Hematófagos
19179|História, 1930-1985
19180|Goiana (PE)
19181|Academia das Ciências e da História Natural do Rio de Janeiro
19182|Campos, Francisco Luís da Silva, 1891-1968
19184|Carne Bovina
19185|Fazenda Descalvados (MT)
19186|Carvalho, Bartolomeu Lopes de
19187|Sociedade Beneficente União Operária de São Caetano do Sul
19188|Arte Abstrata
19189|Marcier, Emeric, 1916-1990
19190|Esquerda (Política)
19191|Bibliotecas Infantis
19192|Blanes, Juan Manuel, 1830-1901
19193|Sá, Eduardo de
19194|Comte, Auguste, 1798-1857
19195|Colégio da Companhia de Jesus
19196|História, 1850-1930
19197|História, 1915-1950
19198|Vitae (Organização)
19199|Museu Casa de Cora Coralina (Goiás Velho, GO)
19200|O Alabama (Jornal)
19201|Alcobaça (Portugal)
19202|Turner, Michael
19203|Martinho, da Vila, 1938
19204|Sobrado (PB)
19205|Neocolonialismo
19206|Maya, Bento Luis da Gama, -1860
19207|Machado, Afonso Lopes, 1859-1940
19208|Anjos, Antonio Pereira Dos, 1846-1934
19209|Instituto Histórico de Petrópolis
19210|África, Sub-Saara
19211|Estrada, Alonso De, 1480?-1531
19212|Legião Brasileira de Assistência
19213|Judeus Em Petrópolis (RJ)
19214|Italianos Em Petrópolis (RJ)
19215|Manuscritos do Mar Morto
19216|Xamanismo
19217|História, 1938-1998
19218|Igreja Batista
19219|Academia Petropolitana de Letras
19220|Academia Petropolitana de Poesia Raul de Leoni
19221|História, 1938-1988
19222|Frente de Libertação de Moçambique (Frelimo)
19223|Arcadismo (Literatura)
19224|Crimes Contra O Meio Ambiente
19225|Biopirataria
19226|Negros na Literatura
19227|Barreto, Lima, 1881-1922
19228|Comportamento Social
19229|Discriminação Religiosa
19230|Mulher na Imprensa
19231|Reencarnação
19232|Azambuja, Antônio Rolim de Moura, Conde De, 1709-1782
19233|Carvalho, Antonio Pinto
19234|Reys, Manoel Martinz do Couto, 1750?-1826?
19235|Observatório Real da Marinha (Portugal)
19236|Exclusão Escolar
19237|História, 1831-1931
19238|Centro Histórico de Santos (SP)
19239|Ristori, Adelaide, 1822-1906
19240|Bittencourt e Sá, Manuel Ferreira da Câmara,1762?-1835
19241|Negros na Televisão
19242|Ipojuca, Rio
19243|Projeto Proteção e Conservação Ambiental na Bacia do Rio Ipojuca
19244|Praça Onze de Junho (Rio de Janeiro, RJ)
19245|Negros na Música
19246|Folhetos
19247|Subdesenvolvimento
19248|Empresa Estrangeira
19249|Literatura Afro-Brasileira
19250|Autores Afro-Brasileiros
19251|Mota, Ático Vilas-Boas da
19252|Romênia
