cod_assunto|nome_novo
8712|Ortiz de Rosas, Juan Manuel José Domingo, 1793-1877
8713|História, 1842-1851
8714|Guaiaquil (Venezuela)
8715|Incas
8716|Teatro Municipal (Rio de Janeiro, RJ)
8717|Casa do Brasil/Casa Pedro Álvares Cabral
8718|Ometto, João, 1897-1975
8719|Imigração Judaica
8720|Escolas de Samba
8721|História, 1928-1949
8722|Senado Federal
8723|Câmara dos Deputados
8724|Festas Populares
8725|História, 1889-1965
8726|História, 1870-1915
8727|Odontologia
8729|Imigrantes No Rio Grande do Sul
8730|Deschamps (Família)
8731|Montenegro (Família)
8732|Bettini (Família)
8733|Carazza (Família)
8734|Popayán (Colômbia)
8735|História, 1819
8736|História, 1832-1886
8737|Nova Granada (Colômbia)
8738|Línguas Latinas
8739|Índios Caribe
8740|História, 1965
8741|Guiana Inglesa
8742|História, 1981
8743|Belgrano, Manuel, 1770-1820
8744|História, 1817-1860
8745|Körbes (Família)
8746|Wermelinger (Família)
8747|Angelis, Pedro De, 1784-1859
8748|Alvear Y Ponce de Leon, Diego De, 1749-1830
8749|Anuários
8750|História, 1832-1868
8751|Langsdorff, Grigory Ivanovitch, 1774-1852
8752|Rondônia
8753|Albuquerque (MS)
8754|Ladário (MS)
8756|Governo Geral, 1549-1570
8757|Guaporé, Rio
8758|Posse (GO)
8759|Itapirapuã (GO)
8760|Uruguaiana (RS)
8761|Porto Velho (RO)
8762|Benalcárzar, Sebastian De, 1475-1551
8763|Pindamonhangaba (SP)
8764|Venerável Ordem Terceira dos Mínimos de São Francisco de Paula (RJ)
8765|Vila Clementino (São Paulo, SP)
8766|Morro do Chapéu (Salvador, BA)
8767|Jequié (BA)
8768|Itaquera (São Paulo, SP)
8769|Santa Ifigênia (São Paulo, SP)
8770|Ensslin (Família)
8771|Oliveira, Vital Maria Gonçalves De, 1844-1878
8772|Imigrantes Em Minas Gerais
8773|Santa Casa da Misericórdia de Santo Amaro (BA)
8774|Ilha de Itaparica (BA)
8775|Palácio Rio Branco (Salvador, BA)
8776|Barbacena, Felisberto Caldeira Brandt Pontes Oliveira e Horta, Marquês De, 1772-1841
8777|Política e Governo, 1822-1924
8779|Amaral, Ubaldino Do, 1842-1920
8780|Toponímia
8781|Maragogipe (BA)
8782|Paisandú (Uruguai)
8783|Academia Brasileira de Medicina Militar
8784|Deputados
8785|Betim (MG)
8786|Direito Tributário
8787|Sabará (MG)
8788|Rio Branco (MG)
8790|Brasil. Supremo Tribunal Militar
8791|Ministros da Guerra
8792|Estudantes Estrangeiros
8793|Brasileiros Ilustres
8794|Serro Largo, José de Abreu, Barão Do, 1827-
8795|Norton, James, 1789-
8796|Almirantes
8797|Estadistas Brasileiros
8798|Governadores Gerais
8799|Ministros dos Transportes
8800|Cearenses No Rio de Janeiro
8801|Ministros da Viação e Obras Públicas
8802|Ministros da Marinha
8803|Lessa, Pedro
8804|Mendes Júnior, João
8805|Barreto, Tobias, 1839-1889
8806|Cabeçalhos de Assunto
8807|História, 1864-1870
8808|História, 1810-1832
8809|Abranches (PR)
8810|Serro Azul, Ildefonso Pereira Correia, 1845-1894, Barão do
8811|Laguna (SC)
8812|Governadores
8813|Generais
8814|Ellis, Alfredo, 1850-1925
8815|Brusque (SC)
8816|Jaraguá (SC)
8817|Colônia Dona Francisca
8818|Baptista, Abdon, 1852-1922
8819|Mira, Crispim
8820|Fazenda Capão Alto (Castro, PR)
8821|Souza, Affonso Botelho de Saõ Payo E, 1728-1793
8822|Lustoza, Francisco Martins, 1700-1790
8823|Santa Casa da Misericórdia de Curitiba
8824|Guarapuava (PR)
8825|Portugal, Diogo Pinto de Azevedo, 1750-1820
8826|Santa Helena (PR)
8827|Bela Vista (São Paulo, SP)
8828|Liberdade (São Paulo, SP)
8829|Valença (RJ)
8830|Magé (RJ)
8831|São João Marcos (RJ)
8832|Nova Iguaçú (RJ)
8833|Lajes do Muriaé (RJ)
8834|Bom Jardim (RJ)
8835|Linhares (ES)
8836|Higienópolis (SP)
8837|São Fidelis (RJ)
8838|Casa do Bispo
8839|Alpoim, José Fernandes Pinto, 1695-1765
8840|Matadouros
8841|História, 1564-1700
8842|Títulos de Propriedades
8843|Movimentos Estudantis
8844|Archivo General de La Nacion de El Salvador
8845|História, 1727-1885
8846|História, 1887-1888
8847|Manifesto Republicano, 1870
8848|União Conservadora
8849|Sales, Antônio de Padua, 1860-1957
8850|São Vicente (SP)
8851|Parnaíba (SP)
8852|História, 1910-1950
8853|Política e Governo, 1910-1950
8854|Bueno, Amador, 1584-1649
8855|História, 1929
8856|História, 1601-1640
8857|História, 1561-1974
8858|Museu Republicano Convenção de Itú (Itú, SP)
8859|São Caetano do Sul (SP)
8860|São Carlos (SP)
8861|São Carlos do Pinhal (SP)
8862|Coordenadas Geográficas
8863|Tabelas de Equivalência
8864|Piracicaba (SP)
8865|Ipiranga (SP)
8866|Menezes, Rodrigo Cesar de -1738
8867|Vila Pinheiro (SP)
8868|São Lourenço da Mata (SP)
8869|Angicos (RN)
8870|Jagunços
8871|Chapada Diamantina
8872|Ubatuba(SP)
8873|Santana de Parnaíba (SP)
8874|Porto de Salvador (BA)
8875|Diamantina (MG)
8876|Palmares (AL)
8877|Porto Feliz (SP)
8878|História, 1975-1979
8879|Engenho Central de Porto Feliz (SP)
8880|História, 1818-1916
8881|Entre Rios (RJ)
8882|Colégio dos Jesuítas (SP)
8883|História, 1820-1824
8884|Arquitetura Colonial
8885|Grão Mongol (MG)
8886|Mata do Peçanha (Região)
8887|Muzambinho (MG)
8888|Ilha Grande (RJ)
8889|Poços de Caldas (MG)
8891|Ouro Fino (MG)
8893|Pará de Minas (MG)
8894|Barra do Piraí (RJ)
8895|Teófilo Otoni (MG)
8896|Companhia do Comércio e Navegação do Rio Mucury
8897|História, 1713-1963
8898|Política e Governo, 1904-1922
8899|História, 1904-1922
8900|História, 1590-1820
8901|História, 1942-1945
8902|Força Expedicionária Brasileira
8903|Anápolis (SE)
8904|Paracatú (MG)
8905|História, 1530-1626
8906|Taperoá (BA)
8908|Língua Grega
8909|Campanha do Uruguai
8910|Campanha do Paraguai
8911|Língua Russa
8912|Kipling, Rudyard, 1865-1936
8913|Exposição Internacional
8914|Morais Filho, Melo
8915|História, 1927-1942
8916|Materialismo Histórico
8917|Pesquisa Pré-Histórica
8918|Lei Nº 8112 de 11 de Dezembro de 1990
8920|Leviathan, Projeto
8923|Real, Moeda
8925|História, 1842-1854
8926|Garcia Moreno, Gabriel, Presidente do Equador, 1821-1875
8927|Região Norte
8928|Região Nordeste
8929|Região Centro-Oeste
8930|Fábulas
8931|Expedições
8933|História, 1822-1849
8934|Olinda, Pedro de Araujo Lima, Marques De, 1793-1870
8935|Sá, Manuel Ferreira da Camara Bethencourt Aguiar E, 1758-1835
8936|Araguaia, Domingos José Gonçalves de Magalhães, 1811-1882, Visconde de
8937|Castelo Branco, Francisco Caldeira de
8938|Beck, Matias
8939|Torre do Tombo
8940|Antropogeografia
8941|Franceses No Brasil
8942|História, 1530-1532
8943|Operários
8944|Classe Operária
8945|Arraial do Desterro (MG)
8946|Desterro (MG)
8947|Casa Branca (SP)
8948|Política e Governo, 1850-1879
8949|História, 1845-1879
8950|Tavares, Raposo, 1598?-1658
8951|Forte de Coimbra (MT)
8952|Costa, Miguel Telles Da, 1655-1717
8953|Expansão Territorial
8954|Cubas, Braz, 1592-1597
8955|Pereira, Duarte Coelho, - 1553
8957|Sá, Mem De, 1506-1572
8958|Domínio Espanhol, 1580-1640
8959|Moreno, Martim Soares, 1586?-
8961|João Iv, Rei de Portugal, 1604-1656
8962|Calabar, Domingos Fernandes, 1600-1635
8963|História, 1500-1627
8965|Política e Governo, 1956-1961
8966|Ley, Gaspar Van Der
8967|Paes, Fernão Dias, 1608-1681
8968|Preservação Pela Digitalização
8969|Técnicas Digitais
8998|Comemorações de Sesquicentenário
9000|Canções Portuguesas
9016|Arquivo Público de Santa Catarina
9040|Arquivos de Organizações Internacionais
9045|Arquivo Público da Bahia
9051|Pensões
9054|Comemorações do Quinto Centenário
9057|Condecorações
9058|Academia Imperial de Belas Artes (Rio de Janeiro, RJ)
9060|Historiadores Europeus
9064|Canções Populares Brasileiras
9067|Pensões Eclesiásticas
9073|Arquivo do Ministério das Relaçies Exteriores
9078|Centro de Documentação da Itaipu Binacional
9088|Fanatismo Religioso
9089|Alucinógenos
9090|Sebastianismo
9091|Poesia Parnasiana
9093|Portugal. Ordenações Manuelinas
9114|Dicionário Bibliográfico
9122|Correio Braziliense Ou Armazém Literário (Jornal)
9139|Metalurgia
9143|Drummond, Antonio de Menezes Vasconcellos De, 1794-1865 - Biografias
9144|Biografias
9154|Danças
9156|Portugueses na India
9188|Amazonas, Rio
9195|Universidade de Coimbra
9207|Construções e Estruturas
9210|Império Islâmico
9211|Carlos, Principe, Filho de Filipe Ii, Rei da Espanha, 1545-1568
9214|Associação dos Homens de Letras do Brasil
9215|Pio Ix, Papa, 1792-1878
9218|Pedagogia
9228|Exposição da Historia do Brasil
9229|Exposição de História do Brasil (1881: Rio de Janeiro)
9233|Fábricas
9235|Parnasianismo
9238|Irlanda
9240|Gama, Vasco Da, 1469-1524
9243|Arquitetura Gótica
9244|Real Monastério de Batalha (Portugal)
9250|Basilica Liberiana (Itália)
9253|Basilica Lateranense (Itália)
9258|Fernando I , Rei de Aragão, 1373
9262|Palmiere, Matteo, 1406-1475
9265|Biblia. A.T. Latim
9272|Serpentes
9274|Portugal. Código Filipino
9279|Estrada de Ferro Mato Grosso-Bolívia
9283|Festas Cívicas
9289|Saneamento
9291|Ferreira, Gervasio Pires, 1765-1836
9292|Veneza (Itália)
9295|Ilhas Filipinas
9297|Toscanelli, Paolo Dal Pozzo, 1397-1482
9299|Doc
9300|Documentos Antigos
9303|Bíblia
9304|Profetas
9305|História Sagrada
9306|Antonius, Marcus Aurelius, Imperador de Roma, 121 - 180
9308|Tacitos, Público Cornélius, C.55-C. 120 D.C
9313|Pássaros
9314|Repteis
9318|Colégio Real da Corte, e Cidade de Lisboa
9323|Poesia Inglesa
9324|Antilhas
9330|Brasil. Ministério da Indústria, Viação e Obras Públicas
9331|Estelionato
9332|Feitiçaria
9334|Bibliotheca Fluminense
9336|Carnot, Lazare Nicolas Marguerite, Comte, 1753-1823
9342|Habeas-Corpus
9343|Exposição Internacional de Horticultura (1884: São Petersbugo)
9351|Testamento (Direito Civil)
9362|Chateaubriand, Francoi Auguste Rene, Viscomte De, 1768-1848
9365|Porto Santo (Portugal)
9383|Oiapoque, Rio
9394|Vespucio (Família)
9398|Leis Extravagantes
9423|Pinto, Francisco, Padre, 1551
9427|Agrimensura
9428|Planimetria
9431|Nova Gales do Sul
9433|Ilha de Norfolk
9446|Jequitinhonha, Francisco Gê Acayaba de Montesuma, Visconde de
9448|Biblia. Portugues, 1864
9450|Portugal. Ministério dos Negócios Estrangeiros
9457|Exposição Universal (1889: Paris)
9459|Alcoforado, Mariana, Freira, 1640-1723
9462|Ordens Filipinas
9463|Portugal. Ordenações Afonsinas
9481|Albuquerque, Affonso De, 1453-1515
9482|Portugal. Constituição, 1821
9499|Machado, Diogo Barbosa, 1682-1772
9503|Jurumenha, João Antonio de Lemos Pereira de Lacerda, Visconde De, 1807
9504|Noviciado
9509|Audiffrent, G
9510|Evora (Portugal)
9512|Estrada de Ferro de Porto Alegre
9516|Teologia Dogmática
9520|Jesus Cristo
9523|Gravuras
9525|Arquitetura Militar
9526|Defesa Militar
9533|Rugendas, Johann Moritz, 1802-1858
9534|Taunay, Aime Adrien, 1803-1828
9535|Florence, Antoine Hercule Romuald, 1804-1879
9548|Liturgia e Ritual
9551|Real Fábrica das Sedas, 1757
9552|Vinhos
9561|Política Alfandegária
9565|Descobertas Geográficas Portuguesas
9576|Poesia Grega
9580|Mello, José Bento Leite Ferreira De, 1785-1844
9581|Assassinato Político
9586|Cook, James, 1728-1779
9597|Sousa, Antônio Caetano De, 1674-1759
9599|Guiana Holandesa
9603|Seniergues, Jean
9607|Ordens de Nosso Senhor Jesus Cristo
9613|Administração Fiscal
9619|Discursos, Ensaios e Conferências
9629|Guerra Peninsular, 1807-1814
9634|Companhia Geral da Agricultura das Vinhas do Alto Douro
9636|Companhia Geral do Grão Pará e Maranhão
9641|Beija-Flor
9642|Falsificados
9643|Alcoolismo
9644|Viticultura
9646|Martins, Gaspar da Silveira, 1835-1901
9653|Imperadores Romanos
9655|Companhia Geral de Pernambuco e Paraiba
9656|Habitações
9661|Portugal. Junta do Comércio
9669|Direito de Propriedade
9676|Filologia
9677|Exposição Nacional de Torino
9680|Ordem de Nosso Senhor Jesus Cristo
9681|Portugal. Constituição, 1823
9685|Diário Fluminense
9690|Canal Príncipe D. Afonso
9696|Registros Eclesiásticos
9697|Sancho Ii, Rei de Portugal, 1202-1248
9700|Henrique, Cardeal, Rei de Portugal, 1578-1580
9702|Moura, Miguel de 1538-1600
9706|Anchieta, José De, Padre, 1534-1597
9721|Cicero, Marcus Tullius
9726|Acidentes Marítimos
9727|Corveta D. Izabel
9729|Máximas
9730|Taticas de Guerra
9740|São Paulo (Estado). Constituição, 1891
9742|Línguas Arcaicas
9744|Dicionario Onomastico
9754|Afonso Ii, Rei de Portugal, 1185-1223
9759|Henrique, O Navegador, Infante de Portugal, 1394-1460
9762|Barros, João De, 1496-1570
9766|Estrada de Ferro de Sao Goncalo da Ponte A Pirapora
9770|Cabotagem
9771|Brasil. Ministério da Agricultura, Comércio e Obras Públicas
9775|Tipografia Nacional
9782|Sistema Penitenciário (Europa)
9783|Londres (Inglaterra)
9789|Educação Pré-Escolar
9801|Chineses
9805|Palmella, Pedro de Sousa Holstein, Duque De, 1781-1850
9808|Estrada de Ferro Rio Verde-Sapucay
9809|Poder
9811|Reforma Judiciária
9814|Academia de Marinha (Brasil)
9815|Brasil. Ministério da Marinha. Companhia de Aspirantes
9816|Brasil. Ministério da Marinha. Guardas Marinha
9818|Graça (Direito)
9822|Escola Militar
9827|Poesia Politica Brasileira
9836|Eduardo & Henrique Laemmert
9839|Thompson, George. La Guerre Du Paraguay
9845|Sabinada, 1837-1839
9847|Portugal. Código Comercial
9848|Cruzadas
9852|Exposição Universal (1873: Viena)
9857|Rua do Ouvidor (Rio de Janeiro, RJ)
9859|Recisão (Direito Civil)
9860|Contratos
9863|Brasil. Conselho de Estado
9864|Brasil. Ministério dos Negócios Estrangeiros
9871|Ilha da Trindade
9874|Malheiros, Agostinho Marques Perdigão, 1824-1881
9876|Exposição Internacional dos Caminhos de Ferro (1887: Paris)
9880|Caxambú (MG)
9883|Faculdade de Medicina do Rio de Janeiro
9894|Geologia Aplicada
9906|Ilha de Marajó (PA)
9911|Pedro Iv, Rei de Portugal, 1828-1834
9917|Brasil. Lei Nº 387 de 19 de Agosto de 1846
9926|Brasil. Marinha
9931|Cirurgia
9932|Engenharia Civil
9933|Madeira
9934|Recursos
9935|Granito
9936|Caixa Econômica Federal
9937|Estrada de Ferro da Leopoldina
9939|Sinalização Marítima
9942|Amazonas (Província)
9947|São Paulo (Província). Assembléia Legislativa
9949|Ilha de Fernando de Noronha
9955|Beribéri
9965|Estrada de Ferro Maceió A Pernambuco
9966|Exposição Provincial de Pernambuco (1875: Recife)
9970|Exposição Nacional (1861: Rio de Janeiro)
9971|Questão Militar, 1884-1887
9976|Exposição Pedagogica (1831-1833: Rio de Janeiro)
9979|Brasil. Superior Tribunal Militar
9984|Comissão de Melhoramentos da Cidade do Rio de Janeiro
9989|Reforma Monetária
9991|Estrada de Ferro Bahia e Minas
9999|Congresso de Instrução (1883: Rio de Janeiro)
10001|Biblioteca Municipal (Rio de Janeiro)
10009|Contencioso Administrativo
10016|Exposição Universal (1867: Paris)
10017|Exposição Universal (1876: Filadelfia)
10019|Índios Crichana
10020|Oceano Índico
10022|Corveta Bahiana
10029|Assassinato
10031|Malta, João Alves de Castro
10032|Polvora
10033|Artilharia
10035|Estrada de Ferro do Jequitinhonha
10036|Estrada de Ferro Central das Alagoas
10039|Museu Britânico
10040|Exposição Universal (1885: Antuérpia)
10041|Ações Cíveis
10042|Caixa Econômica da Bahia
10043|Sociedade Comércio da Bahia
10050|Congresso Mineiro (1893: Barbacena)
10053|Astronomia
10054|Bahia. Câmara dos Deputados
10065|Poesia Hebraica
10072|Estrada de Ferro do Rio Grande
10076|Canning, George, 1770-1827
10077|União Postal Universal (1878)
10078|Congresso Postal (1885: Lisboa)
10081|Tarifas Alfandegárias
10089|Berna (Cantão)
10090|Algodao
10096|Curiosidades
10097|Sebastião, Rei de Portugal, 1554- 1578
10098|Ética Médica
10099|Liberdade Individual
10107|Ferreira Tourinho (Família)
10111|Terrenos de Marinha
10113|Promotores Públicos
10115|Código Penal
10126|Instituto dos Bacharés Em Letras
10127|Oratória Brasileira
10129|Jovens
10136|Freire, Felisbello Firmo de Oliveira
10144|Hospital Portugues de Beneficencia
10148|São Paulo Railway Company Limited
10151|Brasil. Lei Nº 463 de 2 de Setembro de 1847
10152|Filho Natural
10154|Silva, Antonio Alvares De, 1831?-1865
10161|Datas Nacionais
10164|Pinheiro, Joaquim Caetano Fernandes, 1825-1876
10167|Índios da América
10171|Rocha, Manuel Antonio da Silva, 1847-
10172|Castro, Augusto Mendes Simões De, 1845-
10177|Milhaud, Albert
10178|Sociedade Promotora da Agricultura, Comércio e Indústria Paraense
10183|Silva, Ignacio Accioli de Cerqueira E, 1808-1865
10188|Piauí (Província)
10195|Presidencialismo. Poder Legislativo
10204|Terras Eclesiásticas
10205|Catecismo
10215|Marinho, Joaquim Saldanha, 18165-1895
10226|Ferro-Carril Copacabana
10232|Veiga, Evaristo Ferreira Da, 1799-1837
10246|Inhaúma, Joaquim José Ignácio, Visconde De, 1808-1869
10253|Literatura Grega
10255|Colônias Militares
10258|Câmbio
10265|Caerenses
10267|Ferreira, Antonio Rodrigues, 1801-1859
10275|Sociedade Portuguesa de Beneficência
10292|Rebouças, Antonio Pereira, 1798 - 1880
10296|Centro Liberal (Rio de Janeiro)
10302|Cavaleiros de Malta
10303|Ordens de Cavalaria
10307|Vicente de Paulo, 1581-1660
10322|Falsificação
10337|Furto
10338|Ciências Ocultas
10340|Demonologia
10347|Caça
10349|Partido Praieiro
10354|Náutica
10356|Medeiros, João Ernesto Viriato De, 1827
10357|Ordem de Sao Domingos
10361|Bilotas
10362|Juizo da Provedoria
10364|Índios Muyrakytã
10377|Manhuassú, Rio, Vale do (MG)
10378|Caratinga, Rio, Vale do (MG)
10381|Profecias
10384|Freguezias (PE)
10398|Casamento Misto
10400|Bretoa (Nau)
10403|Penhor Agrícola
10404|Brasil. Lei das Execuções
10406|Companhia Rio de Janeiro City Improvements
10407|Rescisão (Direito Civil)
10411|Reorganização
10415|Brasil. Assembléia Nacional Constituinte, 1890-1891
10419|Bitolas
10420|Museu Escolar Nacional (Brasil)
10425|Governo Campos Salles, 1898-1902
10426|Coro (Música)
10427|Estrada de Ferro do Rio do Ouro
10428|Estrada de Ferro da Bahia Ao São Francisco
10429|Estrada de Ferro Santos A Judiaí
10430|Melchior, Francisco, 1546-1618
10431|Registro de Marca
10437|Estrada de Ferro de Cuiaba À Lagoinha
10440|Goes, Damiao De, 1501-1572
10442|Projeto de Construção
10446|Ilha do Bom Jesus (RJ)
10449|Corrientes (Argentina)
10450|Irajá, Manoel de Monte Rodrigues de Araújo, Conde De, 1798-1863
10451|Adubos e Fertilizantes
10452|Ferro
10453|Santa Casa da Misericórdia Fluminense
10455|Hartt, Carlos Frederico, 1840-1878
10460|Azambuja, Diogo D', 1432-1518
10461|Parnahyba, Antonio de Queiros Telles, Conde Do, 1831-1888
10465|Sociedade Propagadora da Instrução Pública
10467|Banco Mauá & Cia
10478|Afonso I, Rei de Portugal, 1110-1185
10479|Caramuel, João, 1606-1682
10485|Religiões Primitivas
10486|Propriedade da Igreja
10491|Figueiredo, Carlos Affonso de Assis, 1845-1907
10492|Crimes Militares
10497|Índios Tupinambá
10498|Religião e Mitologia
10512|Descobertas Geográficas Espanholas
10513|Cabana, 1832-1835
10514|Reforma Penitenciária
10516|Brasil. Ministério da Fazenda. Caixa de Amortização
10521|Partido Republicanao Federal de São Paulo
10524|Rapto
10526|Danos (Direito Penal)
10533|Regência Trina Permanente, 1831-1835
10534|Geografia Econômica
10537|Revolução, 1820
10539|Costa, Antonio de Macedo, Bispo, 1830-1891
10541|Posse (Direito)
10543|Interdito Possessório
10544|Estrada de Ferro Leopoldina
10553|Gama, Francisco José Tavares Da, Padre, 1792-1871
10559|Encíclicas
10568|Sousa, Martim Afonso De, C.A. 1500-1564
