cod_autor|nome_completo
23863|Araújo, Walda
23864|Burger, Konrad
23865|Thomsen, Thomas
23866|Favaretto, Celso F
23867|Abreu, Modesto de
23868|Nery, Fernando
23869|Maler, Bertil
23870|Pacheco, João
23871|Motta, Arthur
23872|Xavier, Lindolfo
23873|Goldfeder, Miriam
23874|Lisboa, José Carlos
23875|Nunes, Mário
23876|Viebig, Reinaldo
23877|Carneiro, Aurênio Pereira
23878|Hollanda, Ricardo de
23879|Welton, Dick
23880|Viruez, Guilma
23881|Firmo, Walter
23882|Lima, Ivan
23883|Lyra, Helena Cavalcanti de
23884|Couto, Ivette Sanches do
23885|Doyle, Plinio
23886|Humberto, Luiz
23887|Pinto, José Damasceno
23888|Góes, Hugo de
23889|Alram, Milan
23890|Benedicto, Nair
23891|Hoffmann, Assis
23892|Araújo, Zeka
23893|Back, Sylvio
23894|Azevedo, Luiz Heitor Correa de
23895|Koranyi, João
23896|Freund, Gisèle
23897|Tausk, Petr
23898|Lewis, Chester M.
23899|Offenhauser Júnior, William H.
23900|Barthes, Roland
23901|Torres, Manuela
23902|Colling, Alfred
23903|Browner, Robert E
23904|Abreu, Carlos Lourival Oliveira de
23905|Xavier, Ismail
23906|Pereira, Miguel
23907|Cernicchiaro, Vincenzo
23908|Santos, Alex
23909|Andrade, Ayres de
23910|Moreira, Virgílio Moretzsohn
23911|Müller, Angélica
23912|Nobre, Francisco Silva
23913|Karnstedt, Hans
23914|Guerra, Antônio
23915|Corte Real, Antônio T.
23916|Galvão, Maria Rita
23917|Camêu, Helza
23918|Domingues, Henrique Foréis
23919|Almirante
23920|Kimura, Rosangela
23921|Moeller, Charles
23922|Didati, Carlos Augusto Silva
23923|Carvalho, Marcolino Gonçalves de
23924|Carvalho, Luiz Fernando Medeiros de
23925|Capellaro, Jorge J. V
23926|Capellaro, Victorio G. J
23927|Tito Filho, A
23928|Seixas Sobrinho, José
23929|Rosa, Cristina Souza da
23930|Souza, Tárik de
23931|Andreato, Elifas
23932|Silveira, Miroel
23933|Pacheco, Renato José Costa
23934|Teixeira, Ivan
23935|Chaves, Edilson Aparecido
23936|Monteiro, Joaquim Valadão
23937|Pina Filho, Braz Wilson Pompêo de
23938|Carvalhaes, Manoel Pereira Peixoto d'Almeida
23939|Ramos, Fernão
23940|Lobato, Ana Lúcia
23941|Benatte, Antonio Paulo
23942|Machado, Rubens
23943|Catani, Afrânio Mendes
23944|Ramos, José Mário Ortiz
23945|Nogueira, Mário B.
23947|Cabral, Flávio José Gomes
23948|Damasceno, Athos
23949|Carola, Carlos Renato
23950|Hohlfeldt, Antonio
23951|Vasconcellos, Luiz Paulo
23952|Lacerda, Maria Thereza B.
23953|Valle, Flausino Rodrigues
23954|Ferreira, Joaquim
23955|Roberts, Kimberley S.
23956|Graham, Thomas Richard
23957|Rodrigues, Lopes
23958|Ferreira, Maria Liz B.
23959|Cohen, Gustave
23960|Azevedo Sobrinho, José Vicente de
23961|Aragão, Amazonas de
23962|Milanez, Liana
23963|González De Miguel, Jesús
23964|Jackson, Gabriel
23965|Rojo Rincón, Ángel
23966|Saez, Antonia
23967|Wood, James
23968|Daher, Andréa
23969|Freire-medeiros, Bianca
23970|Daibert, Bárbara Simões
23971|Beiler, Aloysio Clemente Breves
23972|Duayer, Mário
23973|Moraes, Maria Célia M. de
23974|Paz, Juan Carlos
23975|Florescano, Enrique
23976|Rodriguez, Pablo
23977|Rodrigues, Leda Maria Pereira
23978|Houbre, Gabrielle
23979|Rodríguez Moreno, María Cecilia
23980|Gallegos Urquiza, Francisca
23981|Eisner Sagüés, Federico
23982|Ribas, Rogério de Oliveira
23983|Bacelar, Nely Reis
23984|Busselle, Michael
23985|Tarcha, Vera Amaral
23986|Costa, Maria Beatriz de F.
23987|Karpinscki, Silvana
23989|Stein, Maria das Graças Dias Ferreira
23990|Szmrecsanyi, Maria Irene de Q. F.
23991|Tosatto, Pierluigi
23992|Comegna, Maria Ângela
23993|Souza, Solange
23994|Penteado, Leda de Oliveira
23995|Alighieri, DANTE
23996|Nathan, Jacques
23997|Ferreira, Maria Beatriz Rocha
23998|Vinha, Marina
23999|Torres-ríoseco, Arturo
24000|Morais, José Carlos
24001|Rivera De Álvarez, Josefina
24002|Dearing, Vinton A.
24003|Cardoso, Sylvio Tullio
24004|Meza Fuentes, Roberto
24005|Lobato, Monteiro
24006|Farias, Cláudia Maria de
24007|Vaz, Alexandre Fernandez
24008|Suano, Marlene
24009|Rodrigues, Odair
24010|Faguet, Émile
24011|Shakespeare, William
24012|Mendonça, Pollianna Gouveia
24013|Spencer, Theodore
24014|Muzzi, Inácio
24015|Teixeira, Lúcia
24016|Mendonça, Ricardo Fabrino
24017|Pereira Filho, Hilário Figueiredo
24018|Studart, Denise C.
24019|Lisboa, Antônio de
24020|Silva, Ruy Burity da
24021|Luz, Ivan
24022|Macaulay, Thomas Babington
24023|Ruas, António
24024|Hoffman, Frederick J.
24025|Sampaio, Albino Forjaz de
24026|Duarte, Sérgio
24027|Brooks, Van Wyck
24028|Costa, Aleixo Manuel da
24029|Valim, Glória Maria Moreira
24030|Carnall, Geoffrey
24031|Queneau, Raymond
24032|Lacerda, Paula
24033|Lalou, René
24034|Camargo, Alexandre de Paiva Rio
24035|Cunha, Arlindo Ribeiro da, Padre
24036|Silva, Wilson Santiago da
24037|Schueler, Alessandra Frota Martinez de
24038|Duarte, Orlando
24039|Bueno, Guilherme
24040|Mello, Marcia Eliane A. Souza e
24041|Guimarães, Plínio Ferreira
24042|James, T.H.
24043|Barrass, Robert
24044|Novaes, Leila
24045|Reis, Mercedes de Moura
24046|FUNDACIÓN TELEVISA
24047|Ricupero, Bernardo
24048|Ferreira, Gabriela Nunes
24049|Cepêda, Vera Alves
24050|Almeida, Fernando Dias Menezes de
24051|Amaral Júnior, José Levi Mello do
24052|Bariani, Edison
24053|Horbach, Carlos Bastide
24054|Meyer-pflug, Samantha Ribeiro
24055|Cardoso, Julio Cesar
24056|Martins, Suzanna Alves
24057|Delafosse, Maurice
24058|Gallardo, Joaquín
24059|Boesch, Bruno
24060|Fernandez-aballi, Isidro
24061|Burke, Edmund
24062|Herrero, Vicente
24064|Cervantes Saavedra, Miguel de
24065|Melo, Aristeu Gonçalves de
24066|Valério, Nuno
24067|Ceja Martinez, Jorge
24068|Nascimento, Alessandra Santos
24069|Vieira, Celso
24070|Vasconcellos, Ernesto de
24071|Pereira, Robero Souto
24072|Vianna, Aurélio
24073|Sá, Paulo Sérgio Moraes de
24074|Pires, Clairê de Sousa
24075|Braga, Dulce Salles Cunha
24076|Peggion, Edmundo Antonio
24077|Abreu, Maria Aparecida Azevedo
24078|Souza, Iara Ferreira
24079|Gravatá, Hélio
24080|Azevedo, Arthur
24081|Lima Filho, Waldemar Durval Falcão
24082|Ferreira, Vera R.
24083|Ireland, Vera Esther
24084|Malheiros, Maria Lúcia
24085|Bennett, Arnold
24086|Andrade, Moacir
24087|Marques, Eloísa Helena Riani
24088|Riancho, ALFREDO, pseud. de Alfredo Camarate
24089|Camargo, José Márcio
24090|Echazú Lezica, Mariano de
24091|Marques, Heloisa Helena Riani
24092|Croteau, T. L.
24093|Montes De Oca Vega, Mercedes
24094|Raby, Dominique
24095|Reyes Equiguas, Salvador
24096|Sellen, Adam T
24097|Andrade, Francisco de Assis
24098|Barbosa, Denise Magnólia
24099|Ribeiro, Maria das Graças Spinola
24100|Migueis, Maria Amelia Porto
24101|Amaral, Denise
24102|Rego, Ricardo de Moraes
24103|Lopes, Jeanete da Silveira
24104|Santos, Marly dos
24105|Simões, Irene Jeanete Gilberto
24106|Leitão, Ruben Andresen
24107|Gabaldón Márquez, Joaquín
24108|Fiuza, Alexandre Felipe
24109|Petuba, Rosângela Maria Silva
24110|Garlet, Ivori J.
24111|Assis, Valéria S. de
24112|Jacinski, Edson
24113|Melo, Luciene
24114|Silva, Célia Regina de Souza e
24115|Cavalcanti, Vanessa
24116|Kohte, N.
24117|Feldman-bianco, Bela
24118|Huse, Donna
24119|Gonzaga Filho, José Basileu Neves
24120|Moraes, Marcos Antonio de
24121|Carvalho, Cristina Toledo de
24122|Garbelotto, Oscar
24123|Cini, Celso de Almeida
24124|Chaia, Vera
24125|Marinho, Ricardo José de Azevedo
24126|Yunis, Leandra Elena
24127|Carneiro, Álvaro Weissheimer
24128|Andrada, Gomes Freire de
24129|Schildt, Herbert
24130|Unonius, Lars Gustav Erik
24131|Azambuja, Suely Campos
24132|Santos, Maria Conceição
24133|Pazin, Marcia
24135|Sakurai, Célia
24139|Silva, Renata Bastos da
24140|Andrade, Maria Luiza Villela de
24141|Gurjão, Olívia
24142|Ribeiro, Ernani Valter
24143|Naylor, Leda de Ticiano Walker
24144|Nascimento, Braulio do
24145|Bouyer, Cydnéa
24146|Jones, C. K
24147|Pessoa, Fernando
24148|Souto Maior, Valéria Andrade
24149|Caldas, Fernando Duarte
24150|BRASIL. Congresso. Câmara dos Deputados. Biblioteca. Seção de Referência e Circulação
24151|Dias, Carlos Alberto Ungaretti
24152|Botta, Vicente
24153|Giancristofaro, Christiani M. Menusier
24154|Clemente, Roberta
24155|Iglesias, Dolores
24156|Meneghezzi, Maria de Lourdes
24157|Taveira, Dyrse Barreto
24158|Pereira, Rogério Costa
24159|Perlingeiro, Jayme Esmeraldo
24160|Horna, Kati
24161|Vela, V. Vicente
24162|Lima, Maria Luiza Reis
24163|Victoria Ojeda, Jorge
24164|Santos, Carlos José dos
24165|Pujol I Hamelink, Marcel
24166|Silos Rodríguez, José María
24167|ARQUIVO PÚBLICO DE MATO GROSSO
24168|Fuente, Pablo de la
24169|Coeli, Paulo de Medina
24170|Gama, Carmo
24171|Ocampo, José Antonio
24172|Rolandi Sánches-solís, Manuel
24173|Rodríguez Lorenzo, Sergio M.
24174|Goméz Vizcaíno, Juan Antonio
24175|Fernández Díaz-sarabia, Pedro
24176|Franco, Hermenegildo
24177|Hernández Oliva, C.
24178|Hernández Arteaga, E.
24179|Diáz Ordóñez, Manuel
24180|Vega Blasco, Antonio de la
24181|Codina Bonet, Ramón
24182|Mendes Junior, Onofre
24183|Gandelman, Sílvia
24184|Tagle, Alberto de
24185|Mesquita, Simone
24186|Campos, Guadalupe do Nascimento
24187|Solórzano, Guillermo
24188|Gouvêa, Guaraciara
24189|Maekawa, Shin
24190|Ferron, Luciana Maria Abdalla
24191|Parente, André
24192|Zonenschein, Ruben
24193|Guebuza, Armando Emílio
24194|Flores Diáz, Manuel
24195|Bertocchi Morán, Alejandro N.
24196|Sáenz-cambra, Concepción
24197|Ortiz Sotelo, Jorge
24198|Machado, Heloisa Guaracy
24199|Valadares, Vírginia Trindade
24200|Soares, José Paulo Monteiro
24201|Ferrão, Cristina
24202|Figueiredo Filho, Ricardo Moreira
24203|Mattos, Mário
24204|Soares, Geralda Chaves
24205|Caldeira, Vanessa A.
24206|Sampaio, José Augusto Laranjeiras
24207|Baeta, Alenice Motta
24208|Arruda, Rinaldo
24209|Castello, José Aderaldo
24210|Martins, Fábio
24211|Coutinho, Ana Maria
24212|Jesus, João Carlos da Silva de
24213|Werneck, Eugenio
24214|Moraes Filho, Mello
24215|Guedes, Karla Ataíde
24216|Flor, Mara Arruda de Faria
24217|Baggio, Ulysses da Cunha
24218|Ferreira, Amauri Carlos
24219|Parreiras, Elizabeth
24220|Morelo, Sonila
24221|Machado, Pedro da Matta
24222|Agostinho, José
24223|Andrade, Ary de
24224|Hollanda, Aurélio Buarque de
24225|Reis, Napoleão
24226|Medeiros, Celso Luiz Ramos
24227|Todorov, João Cláudio
24228|Ibañez Ruiz, Antônio
24229|Lima, Sérgio Miranda de
24230|Thiesen, Icléia
24231|Ashworth, Wilfred
24232|Brito, Maria Fernanda de
24233|Wright, J. E
24234|Kyle, Barbara R. F
24235|Rippon, J. S
24236|Francis, S
24237|Foskett, D. J
24238|Sharp, J. R
24239|Pires, Gedesteu
24240|Anthony, L. J
24241|Kaye, D
24242|Hall, J
24243|Soriano-puig, Carmem
24244|Walford, A. J
24245|Rosseto, Carlos Jorge
24246|Hanson, C. W
24247|Gomes, Severo
24248|Boodson, K
24249|Brans, Isolde Helena
24250|Wilson, Leslie
24251|Gomes, Mércio
24252|Ferraz, Iara
24253|Mampieri, Mariano
24254|Junqueira, Carmem
24255|Leonel, Mauro
24256|Rufino, Pacífico
24257|Oliveira, Adélia Engrácia de
24258|Lozoya, Marqués de
24259|Moreira, Memélia
24260|Cortez, Maria Tereza
24261|Villas Boas, Orlando
24262|Nimuendajú, Curt
24263|Carvalho, João Evangelista
24264|Placer, Xavier
24265|Figueira, Nellie
24266|Navarro, Pedro Luis Kantek Garcia
24267|Lima, Ébion de
24268|Broca, José Brito
24269|Brundtland, Gro Harlem
24270|Lima, Laurênio
24271|Oliveira, Miguel Darcy de
24272|CONFERENCIA DAS NAÇÕES UNIDAS SOBRE MEIO AMBIENTE E SUSTENTABILIDADE (1992: Rio de Janeiro: Brasil)
24273|Bissio, Beatriz
24274|Fuentes, Carlos
24275|Schori, Pierre
24276|Béjar, Héctor
24277|Neves, Carlos Augusto dos Santos
24278|Stavenhagen, Rodolfo
24279|Martí, José
24280|Varsavsky, Oscar
24281|Duarte, A. Teixeira
24282|FUNDAÇÃO CULTURAL ALFREDO FERREIRA LAGE
24283|Fredecensis, Pseud
24284|Venancio, Maria Thereza da Silva
24285|Munhoz, Dércio Garcia
24286|Mineiro, REVISTA DO ARQUIVO PÚBLICO
24287|Medeiros, Bruno Franco
24288|Araújo, Valdei Lopes de
24289|Casanova, Pablo González
24290|ACADEMIA CEARENSE DE LETRAS
24291|Decornoy, Jacques
24292|Kennedy, Edward M.
24293|CONSELHO DE SEGURANÇA NACIONAL (Estados Unidos)
24295|Silva, Marisa Ribeiro
24296|Parrela, Ivana
24297|EXPOSIÇÃO NAÇÃO BRASÍLICA, 180 ANOS DA INDEPENDÊNCIA (2002: Rio de Janeiro)
24298|Bell, Aubrey F.G
24299|Iumatti, Paulo Teixeira
24300|Lamego, Alberto
24301|Belo, José Maria
24302|Brizola, Leonel de Moura
24303|Victor, Luiz Fernando
24304|Fonseca, Tais Nivia de Lima e
24305|Vidal, José Walter Bautista
24306|Nepomuceno, Eric
24307|Paz, Octavio
24308|Toinet, Marie-France
24309|Monteiro, Adolfo Casais
24310|Zea, Leopoldo
24311|Petras, James
24312|INSTITUTO DE RELAÇÕES EUROPEU-LATINO-AMERICANO
24313|Rocha, Glauber
24314|Pelegrino, Hélio
24315|Malta, Dácio
24316|Góis, Ancelmo
24317|Faria, Lia
24320|Pires, Maria do Carmo
24321|Renger, Friedrich
24322|Tobin, James
24323|Morin, Edgar
24324|Castro, Carlos Roberto de Siqueira
24325|Câmara, Marcelo
24326|Swift, Jonathan
24327|Vajda, Istvan
24328|Souza, Vanira
24329|Zimbres, Patrícia
24330|Merquior, José Guilherme
24331|Ribeiro Neto, Oliveira
24332|Siqueira, Regina Braz
24333|Cleaver, Jean-François
24334|Miranda, Tiago C. P. dos Reis
24335|Marini, Rui Mauro
24336|Beaud, Michel
24337|Benachenhou, A.
24338|Dollfus, Olivier
24339|Quijano, Anibal
24340|Wallerstein, Immanuel
24341|Tavares, Vanira
24342|Lemos, Leany Barreiro de Sousa
24343|Gallois, Pierre-Marie
24344|Enzensberger, Hans Magnus
24345|Maddison, Angus
24346|Chossudovsky, Michel
24347|Melo, Ovídio de Andrade
24348|Gontijo, Cicero Ivan Ferreira
24349|Silva, Fernando Antônio Lyrio
24350|Arcanjo, Francisco Eugênio Machado
24351|Silva, Ronaldo Bayma Archer da
24352|Goldberg, Isaac
24353|Viet, Jean
24354|Tavares, Regina Helena
24355|Orban, Victor
24356|Bambirra, Vânia
24357|Besterman, Theodore
24358|Ryff, Raul
24359|Alvim, Theresa Cesário
24360|Bros, MAGGS
24361|Carel, Ernest
24362|Souza, Augusto
24363|Barbosa, Laurinda
24364|Memória, Tatiana Chagas
24365|Castro, Marcelo L. Ottoni
24366|Souza, Regina Cardoso de
24367|Bahiense, Rosa
24368|Ribeiro, José Augusto
24369|Andrade, Josimar Bautista
24370|Azevedo, Eliana
24371|Zappa, Regina
24372|Antunes, Cláudia
24373|Guerreiro, Leila
24374|Araújo, Neila Maria de
24375|Queiróz, João de São José
24376|Svirsky, Ruben
24377|Leme, Antonio Pires da Silva Pontes
24378|Sayers, Raymond S.
24379|Paula Sobrinho, José Francisco de
24380|Andrade, Mário Edson F.
24381|Alves Filho, Ivan
24382|Santos, Micênio
24383|Henfil
24384|Scizínio, Alaor Eduardo
24385|Vila, Martinho da
24386|Grzybowski, Lurdes
24387|Pereira, Mara Lúcia Paquelete
24388|Waissman, Sylvia Betina
24389|Moura, Glória
24390|Silva, Dimas Salustiano da
24391|Medeiros, Carlos Alberto
24392|Gentil, Marcelo
24393|Santos, Lourierdes F.
24394|Barros, Luiz Nogueira
24395|Falleiros, Lúcio de Oliveira
24396|Mangabeira, João
24397|Paranhos, Haroldo
24398|Quercia, Orestes
24399|Unger, Mangabeira
24400|Comparato, Fábio Konder
24401|Vasconcelos, Carolina Michaëlis de
24402|Linhares, Augusto
24403|Menezes, Rodrigo José de
24404|Barbosa, Vivaldo
24405|Barbieri, Marcelo
24406|Niemeyer, Oscar
24407|Maurício, Lúcia V.
24408|Rangel, Carmen Maria
24409|Caxa, Quirício
24410|Pereira, Érica Chaves
24411|Reis, Jaider Fernandes
24412|Soares, Leonardo Francisco
24413|Nunes, Sabina de Castro
24414|Silva, Cláudia Alice
24415|Gracelli, Aldemir
24416|Oliveira, Christiane de
24417|Borges, Mauro Tarcísio Machado
24418|Cantera Montenegro, Jesús
24419|Quintero González, José
24420|Sánchez Carrión, José María
24421|Susin, Luiz Carlos
24422|Strefling, Sérgio Ricardo
24423|Soares, Olavo
24424|Lembo, Cládio
24425|Almeyda, Lourenço de
24426|Bookchin, Murray
24427|Corrêa, Felipe
24428|Goytisolo, Juan
24429|Seabra, José Augusto
24430|Carvalho, Alberto
24431|Reis, Carlos
24432|Bastos, Jorge Henrique
24433|Martins, Maria João
24434|Espírito Santo, Carlos
24435|Neves, António Loja
24436|Monteiro, Isabel
24437|Lobo, Fernando
24438|Camara, José de Sá  Bitencourt
24439|Machado, Antônio de Alcantara
24440|Sampaio, Newton
24441|Caiado, José Pedro
24442|Jorge, Lídia
24443|Bartaquini, Bruno Tripode
24444|Menezes, Marcos Antônio de
24445|Hernandez, Leila M. G.
24446|Leite Hernandez, Leila Maria Gonçalves
24447|Rocha, Amara
24448|Azevedo, Vicente de Paulo Vicente de
24449|Figueira, Mara
24450|Mello, Suele
24451|Tamer, Alberto
24452|Roiz, Pero, Padre
24453|Almeida, Verbena Córdula
24454|Almeida, Gustavo Roque de
24455|Ribeiro, José Carlos
24456|Gramacho, Derval Cardoso
24457|Santos, José Henrique de Freitas
24458|Natália, Lívia
24459|Tudela-vieira, Silvio César
24460|Costa, Sebastião Heber Vieira
24461|Miranda, Sérgio
24462|Saievicz, Márcia
24463|Figueroa, Júlio Vitorino
24464|Bomfim, Juarez Duarte
24465|Umemoto, Karen
24466|Watson, Vanessa
24467|Sandercock, Leonie
24468|Funck, Susana Bornéo
24469|Escholier, Raymond
24470|Rodríguez-moñino, A.
24471|Pinheiro, Péricles da Silva
24472|Thiago, Arnaldo S.
24473|Alves, Maurício Martins
24474|Assis, Marcelo Ferreira de
24475|Fernandes, Edson
24476|Souza, Manoel Ignacio de Mello e
24477|Lisboa, Henriqueta
24478|Lintz, Zuleika
24479|Cavalcanti, Povina
24480|Pinto, Surama Conde de Sá
24481|Dias, Rosangela de Oliveira
24482|Monteiro, Cláudio Antônio Santos
24483|Tambasco, José Carlos Vargens
24484|Lima, Jackson da Silva
24485|Mascarenhas, Francisco de Paula
24486|Oliveira, Martins de
24487|Evangelho, Judite Toste
24488|Farah, Rogério Evandro
24489|Cerqueira, Bruno da Silva Antunes de
24490|Galveias, Maria Teresa
24491|Pimpão, Álvaro Júlio da Costa
24492|Santos, Marília Nogueira dos
24493|Lemos, Gustavo Almeida Magalhães de
24494|Santos, Roberto Elísio dos
24495|Carvalho, Valmir L. de
24496|Bazanini, Roberto
24497|Souza, Fernando Luiz Monteiro de
24498|Mello, Caetano José de
24499|Miranda, Joaquim Velloso de
24500|Costa, Marieta Mena Barreto
24501|Tosta, Octávio
24502|Coutinho, Sérgio A. de A.
24503|Caruso, Ernesto
24504|Asis, Paulo Roberto Corrêa
24505|Bastos, Sênia
24506|Menezes, Antonio Martins de
24507|Itagyba, Francisco
24508|Mendonça, Anna Amelia de Queiroz Carneiro de
24509|Piloto, Afonso Luiz
24510|Teyxeyra, Bento
24511|Lopes, Waldemar
24512|Magalhães, Celso de
24513|Melo, Carmen de
24514|Brasil, Emanuel
24515|Barbuda, Pedro Julio
24516|Rocha, Heloísa Helena Pimenta
24517|Monteiro, Yara Nogueira
24518|Oliveira, Jandira Lopes de
24519|Lando, Giorge André
24520|Beal, Lucas
24521|Joenck, Vânio
24522|Vales, Marcela Leila Rodrigues da Silva
24523|Cecchin, Airton José
24524|Brandão, Theophilo Augusto de Sá
24525|Bambirra, Pedro
24526|Belarmino, José
24527|Portugal, Antonio Augusto da Costa
24528|Hsiao-hsien, Hou
24529|Dimitriu, Christian
24530|Jeavons, Clyde
24531|Farinelli, Gian Luca
24532|Pozzi, Davide
24533|Gartenberg, Jon
24534|Silva, Antônio Ferreira Ribeiro da
24535|Oliveira, Manoel Botelho de
24536|Trindade, José da Santissima, Frei,
24537|Franco, Caio de Mello
24538|Cavalheiro, Edgard
24539|Acosta, Magdalena
24540|Racine, Yolande
24541|Aubert, Michelle
24542|Gudnason, Thorarinn
24543|Veronneau, Pierre
24544|Daudelin, Robert
24545|Pelucio, J. A.
24546|Souza, F. de Paula
24548|Silveira, Sara
24549|Weinberg, Pedro Daniel
24550|Castro, Léa Maria Sussekind Viveiros de
24551|Miranda, Kênia
24552|Bobadela, Gomes Freire de Andrade, Conde de
24553|Pereira, Lúcia Miguel
24554|Coelho, Henrique
24555|Teles, Janaína de Almeida
24556|Jelin, Elizabeth
24557|Kohlenberg, Kerstin
24558|Reiche, Jünger
24559|Ingendaay, Paul
24560|Mönninger, Michael
24561|Constant, Benjamin
24562|Carvalho Júnior, Álvaro Pinto Dantas de
24563|Miranda, Geralda Luiza de
24564|Fleury, Sabino José Fortes
24565|Bernardes, Marcelo
24566|Werneck, Humberto
24567|Di Credo, Maria do Carmo Sampaio
24568|Santos, Vicência Deusdete Gomes dos
24569|Silva, Mário Cézar Tompes da
24570|Fernandez, Lionel
24571|Lenz, Sylvia Ewel
24572|Oliveira, Elaine Ricevich de
24573|Freire, Jonis
24574|Ferreira, Ana Luiza de Oliveira Duarte
24575|Rodrigues, André Figueiredo
24576|Lund, Pedro Guilherme
24577|Bruns, Dirk
24578|Moreira, Pedro
24579|Costa, Virginia
24580|Boeckh, Andreas
24581|Cepero Acán, Ana E.
24582|Castillo Narrea, Luis Henrique
24583|Guerra, Maria Filomena
24584|Veiga, Débora de Fátima Lima
24585|Lago, Dalva C. B. do
24586|Miranda, Luiz Roberto Martins de
24587|Chã, Michelle S. V.
24588|Viana, Leonardo S.
24589|Junqueira, Rosa Maria Rabelo
24590|Loureiro, Célia Regina de Oliveira
24591|Coy, Martin
24592|Barrio, Joaquín
24593|Ferretti, Marco
24594|Pardo, Ana Isabel
24595|Arroyo, Margarita
24596|Ferraz, Olga Baptista
24597|Melo, Florentina Francisca de
24598|Ribeiro, Eduardo de Franco
24599|Antelo Sánchez, A.
24600|Gabaldón García, A.
24601|Martín Costea, A.
24602|Vega Martín, C.
24603|Perdigón Castañeda, J. Katia
24604|Guerra, Juarez Fonseca
24605|Pereira, Carlos Eduardo Brito
24606|Scorzelli, Rosa Bernstein
24607|Martins, Hélcio
24608|Westerkamp, Christian
24609|Laudanna, Mayra
24610|Tiemann, Joachim
24611|Bernauer, Joachim
24612|Lacerda, Renato de
24613|Brandão, Antonio de Carvalho
24614|Pimenta, Olympio Marques
24615|Espchit, João Luiz, Padre
24616|Cunha, Lourdite
24617|Maia, Aristides de Araujo
24618|Gonçalves, Ramiro
24619|Fontes, Luiz Roberto
24620|Gonçalves, Isabel Cristina
24621|Gaertner, Rosinéte
24622|Aranha, José Pereira da Graça
24623|Martinello, André Souza
24624|Rambelli, Gilson
24625|Paiva, Celso do Lago
24626|Santos, Ana Carla Fonseca
24627|Scifoni, Simone
24628|Ferreira, Maria Letícia Mazzucchi
24629|Pontes, Eloy
24630|Proença, Martinho de Mendonça de Pina e de
24631|Almeida, Lourenço de
24632|Rosa, João Guimarães
24633|Ramos, Hugo Carvalho
24634|Ribeiro, Wagner Costa
24635|Homero, Adler
24636|Teixeira, Heloísa Maria
24637|Menezes, Sezinando Luiz
24638|Medeiros, A. N. de
24639|Araújo, Ana Cristina
24640|Damata, Gasparino
24641|Pinto, Roberto de Andrade
24642|Mello, Antonio Ferreyra do Valle de
24643|Cabral, Joseph de Moraes
24644|Mourão, Maria da Graça Menezes
24645|Werber, Sérgio
24646|Zveibil, Vera Helena Bressan
24647|Werber, Maria Aparecida Lacerda Duarte
24648|Silva, Ana Rosa Cloclet da
24649|Martinez, Paulo Henrique
24650|Lopes Neto, João Simões
24651|Jaguar, pseud. de Sérgio de Magalhães Gomes Jaguaribe
24652|Gomes, Pimentel
24653|Giacomini, Sonia Maria
24654|Souza, Christiane Laidler de
24655|Taborda, Márcia
24656|Cardoso, Patrícia Woolley
24657|Assis, Joaquim Maria Machado de
24658|Assis, Machado de
24659|Lehmkuhl, Luciene
24660|Ionta, Marilda
24661|Camilo, David de Abreu
24662|Moraes Neto, Prudente de
24663|Santos, Antônio Oliveira
24664|Senna, Joaquim Candido da Costa
24665|Oliveira, José Antônio Puppim de
24666|Cortéz, Edgar
24667|Agar Corbinos, Lorenzo
24668|Russo, Kelly
24669|Larrosa, Mary
24670|Maronna, Mónica
24671|Costa, Firmino
24672|Felício, Brasigóis
24673|Leme, Ernesto
24674|Pontes, Manoel José Pires da Silva
24675|Pati, Francisco
24676|Albuquerque, Adolpho Gomes de
24677|Araújo, Joaquim de
24678|Bicalho, Julio de Paula Dias, Monsenhor Cônego
24679|Garcia, Tânia da Costa
24680|Azevedo Netto, Carlos Xavier de
24681|Coelho Neto, Eurelino Teixeira
24682|Souza, José Galante de
24683|Santos, Miguel
24684|Castro, Bernardino Freire de Figueiredo Abreu e
24685|Nassar, Flávio Sidrim
24686|Alves, Moema
24687|Bunko, Naikaku
24688|Gomes, Maria do Carmo Andrade
24689|Aichinger, Eberhard Hans
24690|Baggio, Marco Aurélio
24691|Oliveira, Mário Mendonça de
24692|Amaral, Suzanna do
24693|Sampaio, Cruz
24694|Bastos, Expedito Carlos Stephani
24695|Teixeira, Paulo Roberto Rodrigues
24696|Carneiro, José Fernando
24697|Azevedo, Hilário de
24698|Pinto, Edith Pimentel
24699|Souza, Roberto Acízelo Quelha de
24700|Val, Waldir Ribeiro do
24701|Pumain, Denise
24702|Nunes Júnior, Amandino Teixeira
24703|Monteoliva Doratioto, Francisco Fernando
24704|Coelho, Maria Filomena
24705|Patrício, Raquel
24706|Pereira, Izabela
24707|Iasbeck, Luiz Carlos Assis
24708|Luz, Zé da, pseud. de Severino de Andrade Silva
24709|Oliveira, Alberto de
24710|Vieira, Euripedes Falcão
24711|Vieira, Marcelo Milano Falcão
24712|Neves, Gervásio Rodrigo
24713|Martins, Liana Bach
24714|Bazilio, FURTADO. M.
24715|Murat, Luiz
24716|Silva, Joaquim Antonio Gomes da
24717|Xavier, Paulo Jaurès Pedroso
24718|Amaral, Adelaide
24719|Torres, Luiz José de Godoy
24720|Cardoso, Caetano José
24721|MUSEU NACIONAL DO MAR (Brasil)
24722|Bittencourt, Armando de Senna
24723|Vieira Filho, Dalmo
